symbol,gvkey,total_score,years_covered,max_overlap_days,primary_permno,first_seen,last_seen
RZB,28216,236,16,366,79210,2008-11-26,2024-12-31
RZC,28216,30,2,365,79210,2017-01-17,2024-12-31
RZLT,17651,73,5,365,20169,2020-11-09,2024-12-31
S,37596,59,4,365,21415,2021-06-30,2024-12-31
SA,106203,182,16,366,90118,2004-06-10,2024-12-31
SABR,19649,162,11,366,14608,2014-04-17,2024-12-31
SABRP,19649,147,10,366,14608,2014-04-17,2024-12-31
SABS,39951,58,4,365,20576,2021-10-25,2024-12-31
SABSW,39951,58,4,365,20576,2021-10-25,2024-12-31
SACC,30223,87,8,366,16585,2017-02-10,2024-12-31
SACH,30223,87,8,366,16585,2017-02-10,2024-12-31
SACH-PA,30223,76,7,366,16585,2017-02-10,2024-12-31
SAFM,13323,302,19,366,11343,1987-05-19,2022-07-21
SAFT,148469,284,19,366,89575,2002-11-22,2024-12-31
SAGE,20943,164,11,366,14828,2014-07-18,2024-12-31
SAH,65831,428,27,366,85627,1997-11-12,2024-12-31
SAIA,150481,224,15,366,89506,2006-07-24,2024-12-31
SAIC,18683,176,12,366,14141,2013-09-30,2024-12-31
SAII,36980,14,1,88,19990,2020-10-05,2021-08-13
SAJ,176999,23,2,365,91858,2023-03-27,2024-12-31
SAK,176999,11,1,276,91858,2021-03-31,2023-03-26
SAL,113093,271,19,366,86312,1998-08-25,2023-08-11
SALM,121817,236,16,366,87121,1999-07-01,2024-01-18
SAM,61581,382,24,366,82634,1995-11-21,2024-12-31
SAMG,14551,178,12,366,13969,2013-06-27,2024-12-31
SAN,14140,94,8,365,75152,2004-06-10,2024-12-31
SANA,37925,58,4,365,20468,2021-02-04,2024-12-31
SAND,178148,23,2,365,13545,2020-02-21,2024-12-31
SANG,106965,23,2,365,22598,2021-12-16,2024-12-31
SANM,28139,191,12,366,79108,2012-11-15,2024-12-31
SANW,184259,209,14,366,93434,2010-06-14,2024-10-17
SAP,103487,213,18,366,89382,1998-08-03,2024-12-31
SAR,176999,163,14,366,91858,2010-08-13,2024-12-31
SASI,185587,100,7,365,16594,2017-02-15,2023-09-21
SASR,62654,317,20,366,83414,1996-04-17,2024-12-31
SAT,176999,71,6,366,91858,2012-07-09,2024-12-31
SATS,179202,194,13,366,92469,2008-01-25,2024-12-31
SAVA,137642,89,6,366,88462,2019-03-28,2024-12-31
SAVE,185624,207,14,366,12796,2011-05-26,2024-11-15
SAY,176999,23,2,365,91858,2023-03-27,2024-12-31
SAZ,176999,12,1,365,91858,2023-03-27,2024-12-31
SBAC,121382,101,8,366,86996,2017-01-17,2024-12-31
SBCF,17184,356,24,366,69586,1984-02-02,2024-12-31
SBEA,38029,12,1,257,21093,2021-04-19,2022-02-09
SBEAU,38029,12,1,257,21093,2021-04-19,2022-02-09
SBET,39351,14,1,194,84819,2024-06-20,2024-12-31
SBFG,63058,179,12,366,89202,2013-04-25,2024-12-31
SBFM,178118,43,3,365,22793,2022-02-15,2024-12-31
SBFMW,178118,43,3,365,22793,2022-02-15,2024-12-31
SBGI,60800,28,2,214,81740,2023-06-01,2024-12-31
SBH,175900,178,12,366,91683,2008-06-18,2024-12-31
SBIG,37922,26,2,243,21103,2022-06-15,2023-09-01
SBOW,10221,117,8,365,66739,2017-05-05,2024-07-29
SBR,9346,357,28,366,64805,1983-01-03,2024-12-31
SBRA,185618,155,13,366,90092,2010-12-02,2024-12-31
SBS,205874,143,12,366,89403,2004-06-10,2024-12-31
SBSA,117145,81,7,366,87342,1999-10-28,2017-01-18
SBSAA,117145,147,10,366,87342,1999-10-28,2017-01-18
SBSI,62979,301,19,366,86091,1998-05-13,2024-11-14
SBSW,17287,35,3,365,13783,2020-02-24,2024-12-31
SBT,32698,117,8,366,17121,2017-11-17,2024-12-31
SBTX,37495,58,4,365,20318,2020-12-04,2024-12-31
SBUX,25434,380,24,366,77702,1992-06-26,2024-12-31
SC,18306,118,8,366,14414,2014-01-23,2022-01-28
SCCB,30223,76,7,366,16585,2017-02-10,2024-12-31
SCCC,30223,87,8,366,16585,2017-02-10,2024-12-31
SCCE,30223,87,8,366,16585,2017-02-10,2024-12-31
SCCF,30223,55,5,366,16585,2017-02-10,2024-12-31
SCCG,30223,33,3,365,16585,2017-02-10,2024-12-31
SCCO,61811,285,18,366,82800,2005-10-21,2024-12-31
SCHL,9466,412,26,366,77354,1992-02-25,2024-12-31
SCHN,29217,381,24,366,79866,1993-11-16,2023-08-31
SCHW,13988,279,19,366,75186,1987-09-22,2024-12-31
SCHW-PD,13988,308,21,366,75186,1987-09-22,2024-12-31
SCHW-PJ,13988,264,18,366,75186,1987-09-22,2024-12-31
SCI,9611,397,25,366,51625,1974-05-14,2024-12-31
SCKT,60801,132,9,366,81741,2016-06-22,2024-12-31
SCL,10056,393,25,366,36898,1968-01-02,2024-12-31
SCLX,37707,44,3,365,20884,2022-11-11,2024-12-31
SCLXW,37707,44,3,365,20884,2022-11-11,2024-12-31
SCM,16150,131,11,366,13692,2012-11-08,2024-12-31
SCNI,297094,11,1,224,15364,2024-05-21,2024-12-31
SCOR,177780,175,12,366,92102,2008-06-23,2024-12-31
SCPH,32601,118,8,366,17122,2017-11-17,2024-12-31
SCPL,35055,73,5,366,18573,2019-05-03,2023-10-20
SCPS,35050,43,3,365,20321,2020-12-16,2022-12-16
SCPX,17910,13,1,134,14051,2024-08-19,2024-12-31
SCS,66290,332,21,366,85796,1998-02-18,2024-12-31
SCSC,29910,413,26,366,80362,1994-03-18,2024-12-31
SCTL,19025,29,2,365,14550,2022-03-22,2024-04-05
SCU,178814,73,5,366,92405,2019-09-12,2023-11-16
SCVL,27938,271,17,366,79007,1996-07-17,2024-12-31
SCWO,62819,43,3,365,83577,2022-06-14,2024-12-31
SCWX,26677,134,9,366,16020,2016-04-22,2024-12-31
SCX,10030,410,26,366,18438,1988-09-27,2024-05-22
SCXLB,10030,426,27,366,18438,1988-09-27,2024-05-22
SCYX,20040,162,11,366,14668,2014-07-15,2024-12-31
SD,176899,197,14,366,16448,2007-11-06,2024-12-31
SDC,35602,73,5,366,18907,2019-09-12,2023-10-03
SDGR,36051,74,5,365,19200,2020-02-06,2024-12-31
SDHC,43784,14,1,355,24795,2024-01-11,2024-12-31
SDIG,39354,58,4,365,22238,2021-10-20,2024-12-31
SDPI,20147,152,11,366,14636,2014-05-23,2024-06-19
SE,32546,69,6,365,17023,2017-10-20,2024-12-31
SEAC,63938,395,25,366,84255,1996-11-05,2023-05-22
SEAH,36977,29,2,365,20106,2020-11-23,2022-01-27
SEAS,186392,178,12,366,13860,2013-04-19,2024-12-31
SEAT,27251,58,4,365,22239,2021-10-19,2024-12-31
SEATW,27251,58,4,365,22239,2021-10-19,2024-12-31
SEB,9538,357,24,366,36281,1982-02-09,2024-12-31
SECO,32366,11,1,101,16933,2017-09-22,2018-01-29
SEDG,23119,149,10,366,15272,2015-03-26,2024-12-31
SEE,9555,288,20,366,85926,1998-04-08,2024-12-31
SEEL,34709,87,6,366,88177,2019-01-24,2024-05-15
SEER,37425,73,5,365,20187,2020-12-04,2024-12-31
SEG,45397,13,1,152,25246,2024-08-01,2024-12-31
SEIC,9317,361,23,366,68196,1982-11-01,2024-12-31
SEII,18844,14,1,330,93191,2018-01-08,2018-12-04
SELB,27354,117,8,366,16108,2016-06-22,2023-11-13
SELF,64545,106,9,366,15912,2016-02-09,2024-12-31
SEM,174236,225,15,366,93035,2009-09-29,2024-12-31
SEMR,38403,58,4,365,20727,2021-03-25,2024-12-31
SENEA,8582,380,25,366,62958,1986-12-30,2024-12-31
SENEB,8582,256,17,366,62958,1986-12-30,2024-12-31
SENS,26636,124,9,366,15995,2016-03-18,2024-12-31
SEPN,50763,14,1,67,25755,2024-10-25,2024-12-31
SERA,39170,59,4,365,21763,2021-07-15,2024-12-31
SERV,45081,14,1,257,25034,2024-04-18,2024-12-31
SES,37651,44,3,365,20751,2022-02-04,2024-12-31
SES-WT,37651,44,3,365,20751,2022-02-04,2024-12-31
SESN,19458,88,6,366,14452,2018-05-17,2023-03-07
SEVN,174360,47,4,365,92966,2021-10-01,2024-12-31
SEZL,333070,14,1,194,24100,2024-06-20,2024-12-31
SF,11770,384,26,366,72996,1986-11-24,2024-12-31
SF-PB,11770,369,25,366,72996,1986-11-24,2024-12-31
SF-PC,11770,325,22,366,72996,1986-11-24,2024-12-31
SF-PD,11770,354,24,366,72996,1986-11-24,2024-12-31
SFB,11770,206,14,366,72996,1986-11-24,2024-12-31
SFBC,179234,192,13,366,13561,2012-08-23,2024-12-31
SFBS,16549,163,11,366,14670,2014-05-14,2024-12-31
SFE,9355,378,24,366,46340,1981-05-18,2024-01-15
SFET,297434,34,3,365,18054,2020-03-12,2024-12-31
SFIX,32688,118,8,366,17038,2017-11-17,2024-07-31
SFM,17934,179,12,366,14102,2013-08-01,2024-12-31
SFNC,19355,315,20,366,91855,1986-04-01,2024-12-31
SFST,125580,195,13,366,90358,2007-07-03,2024-12-31
SFT,37213,58,4,365,18659,2020-10-15,2023-10-18
SFUNY,185550,11,1,136,12293,2021-03-31,2022-05-17
SG,39961,45,3,365,22268,2021-11-18,2024-12-31
SGA,27790,300,21,366,79033,1994-07-01,2024-12-31
SGBX,194655,116,8,365,16802,2017-06-22,2024-12-31
SGC,10198,341,22,366,47861,1969-03-03,2024-12-31
SGD,24310,14,1,280,24172,2023-09-28,2024-10-07
SGE,41220,20,2,230,23912,2023-05-16,2024-06-16
SGEN,141460,58,4,365,88949,2020-10-09,2023-12-13
SGFY,37811,29,2,365,20470,2021-02-11,2023-03-28
SGHT,39171,59,4,365,21764,2021-07-15,2024-12-31
SGI,156861,149,10,366,89971,2004-06-10,2020-02-23
SGLB,185587,72,5,365,16594,2017-02-15,2022-05-18
SGLY,180118,207,14,366,92688,2008-05-21,2024-12-31
SGMA,29698,382,24,366,80274,1994-07-01,2024-12-31
SGML,33728,22,2,365,21959,2021-09-13,2024-12-31
SGMO,133871,295,20,366,88195,2000-04-06,2024-12-31
SGMS,10991,263,18,366,79338,2001-04-27,2022-04-28
SGMT,38790,28,2,194,24078,2023-07-14,2024-12-31
SGRP,62302,270,17,366,83303,1999-07-09,2024-12-31
SGRY,25898,149,10,366,15795,2015-10-01,2024-12-31
SGTX,37488,44,3,365,20323,2020-12-04,2023-05-22
SGU,61735,247,21,366,82743,1995-12-15,2024-07-31
SHAK,22672,147,10,366,15167,2015-01-30,2024-12-31
SHBI,143153,238,16,366,88970,2001-04-09,2024-12-31
SHC,37338,59,4,365,20062,2020-11-20,2024-12-31
SHCO,39068,14,1,193,21663,2024-06-21,2024-12-31
SHCR,39158,58,4,365,20145,2021-07-02,2024-10-21
SHCRW,39158,58,4,365,20145,2021-07-02,2024-10-21
SHEL,12384,152,13,366,90794,2005-07-25,2024-12-31
SHEN,9664,339,23,366,88742,2000-10-23,2024-12-31
SHFS,38935,43,3,365,21860,2022-09-29,2024-12-31
SHFSW,38935,43,3,365,21860,2022-09-29,2024-12-31
SHG,25714,153,13,366,89854,2004-06-10,2024-12-31
SHI,28653,63,5,365,79464,2011-06-13,2022-09-02
SHIM,43435,15,1,365,24510,2023-11-14,2024-12-31
SHLS,37646,58,4,365,20347,2021-01-27,2024-12-31
SHLT,247961,11,1,273,23867,2023-04-03,2024-12-31
SHLX,20944,106,9,366,14980,2014-10-29,2022-10-18
SHO,61163,201,17,366,90394,2004-10-21,2024-12-31
SHO-PH,61163,236,20,366,90394,2004-10-21,2024-12-31
SHO-PI,61163,200,17,366,90394,2004-10-21,2024-12-31
SHOO,29382,318,20,366,80034,1995-10-02,2024-12-31
SHOP,23650,81,7,366,15358,2015-05-21,2024-12-31
SHPH,41309,43,3,365,23272,2022-08-31,2024-08-12
SHPW,39785,43,3,365,19061,2021-09-30,2023-06-22
SHSP,186903,102,7,366,14441,2015-12-01,2021-09-01
SHW,9667,368,25,366,36468,1968-01-02,2024-12-31
SHYF,9919,73,5,365,71985,2020-06-01,2024-07-31
SI,34446,59,4,366,19058,2019-11-07,2023-05-10
SI-PA,34446,59,4,366,19058,2019-11-07,2023-05-10
SIBN,34193,103,7,366,18212,2018-10-17,2024-12-31
SIC,32804,29,2,365,18055,2018-08-16,2021-10-20
SID,208057,190,16,366,85602,2004-06-10,2024-12-31
SIDU,40305,58,4,365,22602,2021-12-14,2024-12-31
SIEB,7315,428,27,366,53373,1996-11-12,2024-12-31
SIEN,22037,147,10,366,15016,2014-10-29,2024-02-21
SIF,9698,325,22,366,49138,1969-09-02,2024-12-31
SIFY,125239,211,18,366,87344,2003-01-15,2024-10-03
SIGA,65376,340,23,366,85401,1997-09-09,2024-12-31
SIGI,17115,398,25,366,68292,1986-05-05,2024-12-31
SIGIP,17115,286,18,366,68292,1986-05-05,2024-12-31
SII,180081,23,2,365,19453,2020-06-29,2024-12-31
SILK,34882,87,6,365,18566,2019-04-04,2024-06-19
SILO,170430,43,3,365,23426,2022-09-27,2024-12-31
SILV,26332,32,3,365,18036,2018-08-21,2024-07-31
SIM,28535,81,7,365,79442,2006-12-04,2024-12-31
SIMO,164211,131,11,366,90744,2005-07-07,2024-12-31
SINO,180118,164,11,366,92688,2008-05-21,2022-01-06
SINT,177981,101,7,366,14444,2018-11-05,2024-12-31
SIOX,23933,44,3,365,15486,2020-11-13,2023-03-22
SIRE,18321,16,2,306,14134,2022-03-01,2023-05-25
SIRI,30662,14,1,112,80924,2024-09-10,2024-12-31
SISI,23370,129,9,365,16310,2016-09-28,2024-11-11
SITC,27780,81,7,366,78927,2018-10-12,2024-08-18
SITC-PA,27780,81,7,366,78927,2018-10-12,2024-08-18
SITE,25893,132,9,366,16082,2016-05-12,2024-12-31
SITM,35794,89,6,366,19081,2019-11-21,2024-12-31
SIVB,17120,150,10,366,11786,2006-01-12,2023-03-10
SIVBP,17120,179,12,366,11786,2005-08-18,2023-03-10
SIX,10567,143,11,366,93423,2010-06-21,2024-07-01
SIXD,181445,28,2,252,12485,2014-12-12,2015-09-10
SJI,9831,280,19,366,26614,1970-04-20,2023-01-31
SJIJ,9831,162,11,366,26614,2006-06-30,2023-01-31
SJM,9777,311,21,366,42585,1991-08-28,2024-12-31
SJT,9393,201,17,366,62391,1980-11-19,2024-12-31
SJW,9324,402,26,366,54199,1985-07-16,2024-11-07
SKE,108265,36,3,365,22399,2021-12-06,2024-12-31
SKIL,35327,58,4,365,21416,2021-06-14,2024-12-31
SKIN,38768,58,4,365,20181,2021-05-06,2024-12-31
SKLZ,37562,72,5,365,19338,2020-12-17,2024-12-31
SKM,203480,70,6,366,83604,1999-06-01,2024-12-31
SKT,28340,294,23,366,79238,1993-05-28,2024-12-31
SKWD,41782,28,2,353,23679,2023-01-13,2024-12-31
SKX,121142,298,19,366,86949,1999-06-09,2024-12-31
SKY,33652,159,11,366,38850,2013-09-05,2024-06-19
SKYE,22116,14,1,264,25035,2024-04-11,2024-12-31
SKYH,37066,41,3,365,20338,2022-01-26,2024-12-31
SKYH-WT,37066,41,3,365,20338,2022-01-26,2024-12-31
SKYT,38465,59,4,365,21096,2021-04-21,2024-12-31
SKYW,12392,333,21,366,10421,1986-06-26,2024-12-31
SKYX,25447,44,3,365,22797,2022-06-17,2024-12-31
SLAB,133288,326,22,366,87812,2000-03-24,2024-12-31
SLCA,181989,179,12,366,13253,2012-02-01,2024-07-31
SLCT,140565,118,8,366,91360,2014-07-28,2021-10-15
SLDB,32894,101,7,366,17271,2018-01-26,2024-12-31
SLDP,38094,58,4,365,21281,2021-12-09,2024-12-31
SLDPW,38094,58,4,365,21281,2021-12-09,2024-12-31
SLE,34613,14,1,190,18413,2024-06-24,2024-12-31
SLF,133289,115,10,366,87666,2001-03-01,2024-12-31
SLG,65290,293,23,366,85265,1997-08-15,2024-12-31
SLG-PI,65290,230,18,366,85265,1997-08-15,2024-12-31
SLGC,39102,43,3,365,21030,2021-09-02,2024-01-05
SLGCW,39102,43,3,365,21030,2021-09-02,2024-01-05
SLGD,9521,31,2,365,69471,1994-11-23,1999-11-05
SLGG,34613,73,5,366,18413,2019-02-26,2023-09-10
SLGN,64389,318,20,366,84563,1997-02-14,2024-12-31
SLI,124199,22,2,365,21676,2021-07-13,2024-12-31
SLM,20430,192,13,366,66325,2011-12-12,2024-12-31
SLMBP,20430,192,13,366,66325,2011-12-12,2024-12-31
SLN,207257,48,4,365,19843,2020-09-08,2024-12-31
SLND,40132,14,1,365,22566,2023-03-02,2024-12-31
SLNG,35530,73,5,365,86812,2019-07-29,2024-12-31
SLNH,7183,58,4,365,52231,2021-04-06,2024-12-31
SLNHP,7183,58,4,365,52231,2021-04-06,2024-12-31
SLNO,20898,115,8,365,15058,2017-05-12,2024-12-31
SLP,64929,435,28,366,85040,1997-06-18,2024-12-31
SLQT,36234,73,5,365,19357,2020-05-21,2024-12-31
SLRC,184287,119,10,366,93267,2010-02-09,2024-12-31
SLRN,42892,15,1,365,23874,2023-05-05,2024-12-31
SLRX,35477,86,6,365,15177,2019-07-22,2024-12-31
SLS,32901,102,7,366,92594,2018-01-02,2024-12-31
SLSR,36603,10,1,194,25002,2024-06-20,2024-12-31
SLVM,39651,58,4,365,21903,2021-10-01,2024-12-31
SM,26013,207,14,366,78170,2010-06-02,2024-12-31
SMAP,39789,43,3,365,22341,2021-11-16,2023-12-19
SMAPU,39789,43,3,365,22341,2021-11-16,2023-12-19
SMAPW,39789,43,3,365,22341,2021-11-16,2023-12-19
SMAR,33275,102,7,366,17701,2018-04-27,2024-12-31
SMBC,30055,318,20,366,80478,1994-04-13,2024-12-31
SMBK,26179,147,10,366,15906,2015-12-21,2024-12-31
SMC,13871,14,1,152,13583,2024-08-01,2024-12-31
SMCI,176567,206,14,366,91907,2008-06-23,2024-09-30
SMDM,30964,13,1,186,88937,2004-06-10,2009-07-06
SMED,112819,207,14,366,92935,2009-05-06,2022-08-22
SMFG,10137,131,11,366,12385,2010-11-01,2024-12-31
SMFL,40492,28,2,319,22798,2022-02-16,2023-04-13
SMFR,39321,43,3,365,19956,2021-07-23,2024-12-31
SMG,20185,471,30,366,77300,1992-01-31,2024-12-31
SMHI,31384,118,8,366,16737,2017-06-02,2024-12-31
SMID,61709,133,9,366,82745,1995-12-13,2024-12-31
SMIT,26520,397,25,366,81225,1996-02-20,2023-01-13
SMLP,13871,153,13,366,13583,2012-09-28,2024-07-31
SMLR,19189,102,7,365,14469,2014-02-21,2024-12-31
SMMF,110250,194,13,366,90544,2005-01-31,2024-05-02
SMMT,271357,74,5,365,19849,2020-09-21,2024-12-31
SMP,10000,397,25,366,39220,1984-08-14,2024-12-31
SMPL,27576,118,8,366,16284,2017-07-10,2024-12-31
SMR,37073,44,3,365,20325,2022-05-03,2024-12-31
SMR-WT,37073,44,3,365,20325,2022-05-03,2024-12-31
SMRT,39505,58,4,365,20599,2021-10-05,2024-12-31
SMSI,61321,358,24,366,82281,1995-09-19,2024-12-31
SMTC,9599,446,28,366,50948,1995-03-28,2024-12-31
SMTI,23623,74,5,365,76928,2020-11-02,2024-12-31
SMTK,39173,14,1,214,25067,2024-05-31,2024-12-31
SMTS,107258,21,2,365,16844,2017-07-11,2019-08-11
SMXT,35160,14,1,308,24829,2024-02-27,2024-12-31
SNA,9778,360,23,366,60206,1994-05-09,2024-07-31
SNAL,41686,44,3,365,23513,2022-11-10,2024-12-31
SNAP,30091,118,8,366,16595,2017-03-02,2024-12-31
SNAX,39301,57,4,365,18461,2021-07-21,2024-12-31
SNAXW,39301,57,4,365,18461,2021-07-21,2024-12-31
SNBR,116504,119,8,366,86489,2017-11-01,2024-12-31
SNCE,39850,43,3,365,20155,2021-10-07,2023-12-07
SNCR,166593,206,14,366,91366,2007-08-28,2024-12-31
SNCRL,166593,206,14,366,91366,2007-08-28,2024-12-31
SNCY,38038,59,4,365,20652,2021-03-17,2024-12-31
SND,22284,133,9,366,16471,2016-11-04,2024-12-31
SNDA,65732,324,22,366,85419,1997-10-31,2024-12-31
SNDL,35430,34,3,365,18902,2022-07-26,2024-12-31
SNDR,264193,119,8,366,16648,2017-04-06,2024-12-31
SNDX,20649,134,9,366,15976,2016-03-03,2024-12-31
SNES,28365,129,9,365,16532,2016-12-08,2024-06-20
SNEX,31521,72,5,365,81254,2020-07-06,2024-12-31
SNFCA,17180,400,25,366,11593,1990-12-31,2024-12-31
SNGX,13484,113,9,366,16533,2016-12-13,2024-12-31
SNMP,175271,73,7,366,91845,2015-08-04,2021-02-28
SNN,101317,71,6,366,87444,2004-06-10,2024-12-31
SNOA,175424,132,9,366,91742,2016-12-06,2024-08-29
SNOW,339965,60,4,365,19654,2020-09-16,2024-12-31
SNP,140756,23,2,366,88660,2004-06-10,2022-08-07
SNPO,39286,58,4,365,21767,2021-07-28,2024-06-14
SNPS,24975,349,22,366,77357,1992-02-26,2024-12-31
SNPX,37386,58,4,365,21580,2021-06-07,2024-12-31
SNSE,37825,59,4,365,20630,2021-02-04,2024-12-31
SNTI,38783,42,3,307,21286,2022-06-09,2024-07-17
SNV,13041,341,23,366,20053,1989-09-12,2024-12-31
SNV-PD,13041,310,21,366,20053,1989-09-12,2024-12-31
SNV-PE,13041,295,20,366,20053,1989-09-12,2024-12-31
SNX,156155,237,16,366,89900,2004-06-10,2024-12-31
SNY,101204,199,17,366,89475,2002-07-01,2024-12-31
SNYR,19138,14,1,69,25759,2024-10-23,2024-12-31
SO,9850,342,23,366,18411,1968-01-02,2024-12-31
SOAR,40249,14,1,365,22731,2023-12-04,2024-12-31
SOBR,36649,43,3,365,23120,2022-05-16,2024-10-01
SOC,38018,14,1,320,20930,2024-02-15,2024-12-31
SOFI,38916,59,4,365,20067,2021-06-01,2024-12-31
SOFO,109186,232,16,366,85953,1998-04-22,2023-12-04
SOGO,32639,34,3,365,17098,2017-11-09,2021-09-23
SOGP,36048,11,1,261,19195,2021-05-24,2023-09-19
SOHO,161852,142,12,366,90506,2013-04-22,2024-12-31
SOHOB,161852,142,12,366,90506,2013-04-22,2024-12-31
SOHON,161852,142,12,366,90506,2013-04-22,2024-12-31
SOHOO,161852,142,12,366,90506,2013-04-22,2024-12-31
SOHU,137611,38,4,365,88467,2018-06-01,2024-12-31
SOI,30547,118,8,366,16750,2017-06-13,2024-06-19
SOJC,9850,133,9,366,18411,2004-06-10,2024-12-31
SOJD,9850,223,15,366,18411,2004-06-10,2024-12-31
SOJE,9850,223,15,366,18411,2004-06-10,2024-12-31
SOL,279431,128,11,366,92543,2008-04-24,2024-12-31
SOLN,9850,268,18,366,18411,2004-06-10,2024-12-31
SOLO,31982,47,4,365,18056,2018-08-09,2024-03-25
SOLV,45167,14,1,274,24877,2024-04-01,2024-12-31
SOLY,34834,43,3,366,18414,2019-02-19,2021-12-15
SON,9815,425,27,366,71176,1986-04-01,2024-12-31
SOND,37810,43,3,365,20801,2022-01-19,2024-12-31
SONDW,37810,43,3,365,20801,2022-01-19,2024-12-31
SONM,35104,87,6,366,18670,2019-05-10,2024-06-16
SONN,36356,71,5,365,13455,2020-04-02,2024-09-29
SONO,33767,104,7,366,18011,2018-08-02,2024-12-31
SONX,39860,43,3,365,22158,2021-10-29,2023-11-21
SONY,9818,202,17,366,51131,1974-07-26,2024-12-31
SOPA,39557,58,4,365,22342,2021-11-09,2024-12-31
SOS,37429,23,2,365,16656,2022-07-06,2024-11-18
SOTK,13176,59,4,365,11153,2021-08-27,2024-12-31
SOUN,38087,43,3,365,23054,2022-06-06,2024-12-31
SOUNW,38087,43,3,365,23054,2022-06-06,2024-12-31
SOVO,39542,44,3,365,21962,2021-09-23,2024-03-11
SOWG,185181,14,1,243,25054,2024-05-02,2024-12-31
SOYB,185062,128,12,366,93424,2010-06-09,2023-12-11
SP,158737,177,12,366,90194,2013-12-02,2024-05-15
SPAI,50297,14,1,125,25426,2024-08-28,2024-12-31
SPB,11670,103,7,365,38295,2018-07-16,2024-12-31
SPCE,35808,87,6,365,16964,2019-10-28,2024-12-31
SPDC,29433,29,2,365,80001,2013-09-12,2016-01-20
SPFI,35101,89,6,366,18671,2019-05-09,2024-12-31
SPG,29389,212,18,366,80100,1998-09-25,2024-12-31
SPG-PJ,29389,271,23,366,80100,1998-09-25,2024-12-31
SPGC,41474,28,2,210,24098,2023-08-15,2024-07-29
SPGI,7163,140,9,366,17478,2016-04-28,2024-12-31
SPH,62501,279,22,366,82860,1996-02-29,2024-12-31
SPHR,36309,15,1,365,19316,2023-04-21,2024-12-31
SPHS,154414,82,7,366,14105,2013-08-16,2019-08-04
SPIR,39442,58,4,365,20094,2021-08-17,2024-12-31
SPKE,20740,118,8,366,14830,2014-07-29,2021-08-09
SPLK,170616,178,12,366,13379,2012-04-19,2024-03-15
SPLP,186823,154,13,366,13366,2012-04-10,2024-12-31
SPLP-PA,186823,143,12,366,13366,2012-04-10,2024-12-31
SPNE,24458,118,8,366,15407,2015-07-02,2023-01-04
SPNV,37253,14,1,243,20253,2020-12-11,2021-09-01
SPOK,24844,162,11,366,90464,2014-07-09,2024-07-31
SPPI,63650,285,18,366,83950,2004-06-10,2023-07-31
SPR,164494,238,16,366,91594,2006-11-21,2024-12-31
SPRB,37105,74,5,365,19993,2020-10-09,2024-12-31
SPRO,32525,118,8,366,17044,2017-11-02,2024-12-31
SPRS,22972,93,6,365,83907,1996-08-05,2001-11-29
SPRT,133825,148,10,366,88468,2009-06-24,2021-09-14
SPRU,37594,58,4,365,18936,2020-12-22,2024-12-31
SPRY,37495,59,4,365,20318,2020-12-04,2024-12-31
SPSC,183974,222,15,366,93356,2010-04-22,2024-12-31
SPT,35922,74,5,365,19145,2020-02-06,2024-12-31
SPTN,28762,149,10,366,88568,2014-05-29,2024-06-20
SPWH,16009,163,11,366,14609,2014-07-15,2024-12-31
SPWR,165051,163,11,366,90978,2011-11-17,2024-08-15
SPXC,5087,41,3,365,55212,2022-08-15,2024-12-31
SQ,26367,146,10,366,15826,2015-11-19,2024-12-31
SQBG,166711,87,6,366,14174,2015-12-07,2020-07-26
SQBGQ,166711,14,1,207,14174,2019-08-05,2020-07-26
SQFT,36500,48,4,365,19858,2020-10-08,2024-12-31
SQFTP,36500,59,5,365,19858,2020-10-08,2024-12-31
SQFTW,36500,59,5,365,19858,2020-10-08,2024-12-31
SQL,35121,43,3,365,21879,2021-08-27,2023-08-30
SQM,28883,94,8,366,79663,2004-06-10,2024-12-31
SQNS,186962,117,10,366,12680,2011-04-15,2024-06-19
SQSP,38736,58,4,365,21121,2021-05-19,2024-10-16
SQZ,37282,58,4,365,19918,2020-10-30,2023-07-03
SR,6547,130,9,365,12781,2016-04-29,2024-07-31
SR-PA,6547,130,9,365,12781,2016-04-29,2024-07-31
SRAX,15543,57,4,365,16399,2019-08-27,2023-03-08
SRBK,43009,14,1,194,24286,2024-06-20,2024-12-31
SRC,157679,130,11,366,14039,2013-07-18,2024-01-22
SRC-PA,157679,130,11,366,14039,2013-07-18,2024-01-22
SRCE,15199,398,25,366,36346,1983-08-12,2024-12-31
SRCL,63527,303,19,366,83906,1996-08-23,2024-11-01
SRCU,6547,116,8,365,12781,2016-04-29,2024-07-31
SRDX,66588,411,26,366,85889,1998-03-04,2024-12-31
SRE,8272,288,21,366,86136,1998-06-29,2024-12-31
SREA,8272,208,15,366,86136,2004-06-10,2024-12-31
SREV,186129,149,10,366,12640,2011-03-25,2022-07-20
SRFM,43100,28,2,230,24051,2023-07-27,2024-08-18
SRG,24330,118,10,366,15584,2015-07-06,2024-12-31
SRG-PA,24330,118,10,366,15584,2015-07-06,2024-12-31
SRGA,138707,57,4,365,88564,2020-07-23,2023-06-30
SRI,65590,331,21,366,85440,1997-10-10,2024-12-31
SRLP,187709,95,8,366,14228,2013-10-25,2022-10-31
SRM,43099,29,2,365,24099,2023-08-15,2024-12-31
SRNE,183602,162,11,366,14262,2013-10-25,2023-02-22
